year,granteename,fips,countyOriginal,county,contexts,settings,ct
2024,Healthy Northland,,Aitkin County,Aitkin,MN Breathes,Schools,1
2024,Healthy Northland,,Aitkin County,Aitkin,"MN Breathes, MN Eats, MN Well-being",Schools,1
2024,Healthy Northland,,Aitkin County,Aitkin,"MN Breathes, MN Eats, MN Well-being",Schools,1
2024,Healthy Northland,,Aitkin County,Aitkin,"MN Breathes, MN Moves",Community,1
2024,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2024,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2024,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2024,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2024,Healthy Northland,,Aitkin County,Aitkin,"MN Breathes, MN Eats",Health Care,1
2024,Healthy Northland,,Aitkin County,Aitkin,MN Breathes,Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN CFT, MN Moves, MN Well-being",Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN CFT, MN Eats, MN Well-being",Schools,1
2023,Healthy Northland,,Aitkin County,Aitkin,MN Eats,"Community, Health Care",1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN CFT, MN Eats, MN Well-being",Schools,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN CFT, MN Eats, MN Well-being",Schools,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN Eats, MN Well-being",Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN Eats, MN Well-being",Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN Moves, MN Well-being",Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,MN Eats,Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN CFT, MN Eats",Community,1
2023,Healthy Northland,,Aitkin County,Aitkin,"MN Eats, MN Moves, MN Well-being","Community, Health Care",1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2024,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves","Community, Workplace",1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves, MN Well-being",Community,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Health Care,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Schools,1
2024,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves",Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being",Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Child Care,1
2024,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves",Child Care,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Health Care,1
2024,Anoka County,,Anoka County,Anoka,"MN Eats, MN Well-being",Health Care,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Health Care,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Health Care,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Health Care,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Health Care,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Moves,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Breathes,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2024,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves",Schools,1
2023,Anoka County,,Anoka County,Anoka,"MN CFT, MN Eats, MN Well-being","Schools, Workplace",1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves, MN Well-being","Health Care, Workplace",1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves","Community, Schools",1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves, MN Well-being","Community, Workplace",1
2023,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being","Schools, Workplace",1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves, MN Well-being","Schools, Workplace",1
2023,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being",Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Community,1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves, MN Well-being","Community, Health Care, Workplace",1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves, MN Well-being",Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Schools,1
2023,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being",Schools,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Health Care,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being",Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being",Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Health Care,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Workplace,1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves","Child Care, Community",1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Health Care,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being",Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,"MN Moves, MN Well-being",Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,"Community, Schools",1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN CFT,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,"MN Eats, MN Moves",Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Well-being,Schools,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Moves,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Community,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Anoka County,,Anoka County,Anoka,MN Eats,Workplace,1
2023,Minneapolis Health Department,,Anoka County,Anoka,MN Well-being,Community,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Moves, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Moves,Community,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Eats,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Breathes, MN Eats, MN Moves, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Moves,Community,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Well-being,Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Moves,Community,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Moves,Schools,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,MN Eats,Community,1
2024,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves","Community, Workplace",1
2023,PartnerSHIP 4 Health,,Becker County,Becker,MN Eats,Community,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,MN Moves,Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Moves, MN Well-being","Community, Workplace",1
2023,PartnerSHIP 4 Health,,Becker County,Becker,MN Moves,Community,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Moves, MN Well-being","Community, Workplace",1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Eats, MN Moves, MN Well-being",Schools,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,MN Eats,Community,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN Eats, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,"MN CFT, MN Well-being",Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,MN Eats,Workplace,1
2023,PartnerSHIP 4 Health,,Becker County,Becker,MN Moves,Community,1
2024,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves, MN Well-being",Workplace,1
2024,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves, MN Well-being",Workplace,1
2024,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves, MN Well-being",Workplace,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Eats,Community,1
2024,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Well-being",Community,1
2024,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves",Workplace,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Community,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Breathes,"Community, Workplace",1
2024,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves, MN Well-being",Workplace,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2024,North Country CHB,,Beltrami County,Beltrami,MN Moves,"Community, Workplace",1
2023,North Country CHB,,Beltrami County,Beltrami,MN Eats,Community,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,"MN Moves, MN Well-being",Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves, MN Well-being",Workplace,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,"MN Moves, MN Well-being",Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Schools,1
2023,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves",Workplace,1
2023,North Country CHB,,Beltrami County,Beltrami,"MN Eats, MN Moves, MN Well-being",Workplace,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Community,1
2023,North Country CHB,,Beltrami County,Beltrami,MN Moves,Community,1
2024,Benton County,,Benton County,Benton,"MN Eats, MN Well-being",Workplace,1
2024,Benton County,,Benton County,Benton,"MN Breathes, MN Eats, MN Moves, MN Well-being","Schools, Workplace",1
2024,Benton County,,Benton County,Benton,"MN Eats, MN Moves, MN Well-being","Child Care, Schools, Workplace",1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Benton County,,Benton County,Benton,MN Breathes,Community,1
2024,Benton County,,Benton County,Benton,MN Moves,Community,1
2024,Benton County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Benton County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Benton County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Benton County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Benton County,,Benton County,Benton,MN Well-being,Workplace,1
2024,Benton County,,Benton County,Benton,MN Eats,Community,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Sherburne County,,Benton County,Benton,MN Well-being,Workplace,1
2023,Benton County,,Benton County,Benton,MN CFT,Community,1
2023,Benton County,,Benton County,Benton,MN Well-being,Workplace,1
